NOME DO ARQUIVO,TAMANHO ORIGINAL (KB),PNG - TAMANHO COMPRIMIDO (KB),COMPRESSAO PNG,JPEG - TAMANHO COMPRIMIDO (KB),COMPRESSAO JPEG,PCA-950 - TAMANHO COMPRIMIDO (KB),COMPRESSAO PCA-950,PCA-975 - TAMANHO COMPRIMIDO (KB),COMPRESSAO PCA-975,PCA-990 - TAMANHO COMPRIMIDO (KB),COMPRESSAO PCA-990,MSE PNG,PSNR PNG,MSE JPEG,PSNR JPEG,MSE PCA-950,PSNR PCA-950,MSE PCA-975,PSNR PCA-975,MSE PCA-990,PSNR PCA-990
brain-512x512/efe93650_1-124.dcm,526.5,68.24,87.04,17.2,96.73,47.9,90.9,76.57,85.46,125.73,76.12,0,inf,1.46,46.49,34.1,32.8,26.99,33.82,17.58,35.68
brain-512x512/d3a77b2d_1-080.dcm,526.5,102.8,80.47,23.63,95.51,113.44,78.45,178.97,66.01,281.37,46.56,0,inf,2.88,43.54,28.11,33.64,19.25,35.29,9.14,38.52
brain-512x512/cbd84354_1-005.dcm,526.5,75.94,85.58,12.65,97.6,56.09,89.35,101.15,80.79,207.65,60.56,0,inf,1.96,45.21,7.13,39.6,4.79,41.33,2.22,44.67
brain-512x512/a8bc540b_1-132.dcm,526.46,65.85,87.49,16.58,96.85,97.05,81.56,150.3,71.45,228.13,56.67,0,inf,1.88,45.39,20.59,34.99,14.55,36.5,7.95,39.13
brain-512x512/aa478718_1-145.dcm,526.46,69.43,86.81,17.83,96.61,117.53,77.67,178.97,66,256.8,51.22,0,inf,2.08,44.95,20.85,34.94,14.26,36.59,7.83,39.19
brain-512x512/d5b3d72b_1-022.dcm,526.5,94.61,82.03,20.63,96.08,129.82,75.34,211.74,59.78,326.43,38,0,inf,2.97,43.4,14.68,36.46,9.42,38.39,4.22,41.88
brain-512x512/3c402da4_1-133.dcm,526.5,75.11,85.73,14.92,97.17,72.48,86.23,113.44,78.45,183.07,65.23,0,inf,1.54,46.26,18.06,35.56,12.38,37.2,6.09,40.28
brain-512x512/6d55379f_1-116.dcm,526.5,102.89,80.46,25.66,95.13,113.44,78.45,187.17,64.45,297.76,43.45,0,inf,3.37,42.85,30.71,33.26,21.27,34.85,10.71,37.83
brain-512x512/a91b7064_1-128.dcm,526.51,67.39,87.2,15.35,97.08,97.05,81.57,154.4,70.68,240.41,54.34,0,inf,1.52,46.31,15.52,36.22,9.48,38.36,4.35,41.75
brain-512x512/2baca6b1_1-62.dcm,526.5,70.16,86.67,15.96,96.97,117.53,77.68,166.69,68.34,228.13,56.67,0,inf,1.34,46.86,11.67,37.46,6.43,40.05,2.89,43.52
brain-512x512/01ecfb87_1-157.dcm,526.5,39.04,92.58,7.11,98.65,72.48,86.23,109.34,79.23,166.69,68.34,0,inf,0.48,51.32,3.08,43.25,1.79,45.6,0.85,48.84
brain-512x512/8bb12585_1-050.dcm,526.5,85.94,83.68,18.76,96.44,97.05,81.57,150.3,71.45,236.32,55.11,0,inf,2.25,44.61,18.44,35.47,12.09,37.31,5.77,40.52
brain-512x512/5baa3b7e_1-131.dcm,526.5,69.41,86.82,13.12,97.51,92.96,82.34,146.21,72.23,232.22,55.89,0,inf,1.21,47.3,9.65,38.29,5.39,40.81,2.5,44.15
brain-512x512/622e7d50_1-115.dcm,526.51,86.92,83.49,23.43,95.55,121.63,76.9,191.26,63.67,293.66,44.23,0,inf,3.29,42.96,29.88,33.38,22.04,34.7,11.3,37.6
brain-512x512/d1a869b8_1-048.dcm,526.49,58.42,88.9,13.92,97.36,92.96,82.34,125.73,76.12,174.88,66.78,0,inf,1.38,46.73,16.22,36.03,12.2,37.27,6.84,39.78
brain-512x512/b385bf1b_1-065.dcm,526.51,72.18,86.29,15.19,97.12,101.15,80.79,150.3,71.45,228.13,56.67,0,inf,1.88,45.39,16.1,36.06,12.01,37.34,6.33,40.12
brain-512x512/4e598050_1-30.dcm,526.5,93.64,82.21,21.81,95.86,162.59,69.12,215.84,59,281.37,46.56,0,inf,1.93,45.28,28.71,33.55,18.95,35.35,9.67,38.28
brain-512x512/cd96a3d8_1-088.dcm,526.5,101.49,80.72,22.99,95.63,121.63,76.9,187.17,64.45,281.37,46.56,0,inf,2.69,43.83,25.96,33.99,17.23,35.77,8.07,39.06
brain-512x512/a7ff51f0_1-103.dcm,526.51,117.94,77.6,30.43,94.22,154.4,70.68,240.41,54.34,359.2,31.78,0,inf,4.41,41.69,35.9,32.58,24.93,34.16,12.25,37.25
brain-512x512/002ac413_1-106.dcm,526.51,85.59,83.74,19.86,96.23,101.15,80.79,162.59,69.12,260.89,50.45,0,inf,2.29,44.53,21.06,34.9,13.93,36.69,6.15,40.24
brain-512x512/15b7d45c_1-079.dcm,526.49,58.85,88.82,15.39,97.08,97.05,81.57,146.21,72.23,207.65,60.56,0,inf,1.45,46.52,18.75,35.4,13.31,36.89,7.08,39.63
brain-512x512/44b21754_1-153.dcm,526.51,57.52,89.07,10.69,97.97,80.67,84.68,125.73,76.12,187.17,64.45,0,inf,1.07,47.84,9.18,38.5,5.95,40.39,2.91,43.49
brain-512x512/8108bb84_1-001.dcm,526.5,68.74,86.94,12.5,97.63,60.19,88.57,109.34,79.23,228.13,56.67,0,inf,2.01,45.1,6.79,39.81,4.54,41.56,2.19,44.73
brain-512x512/455f733f_1-020.dcm,526.5,74.63,85.83,15.94,96.97,125.73,76.12,195.36,62.89,289.57,45,0,inf,2.15,44.81,10.56,37.89,6.23,40.19,2.7,43.82
brain-512x512/1-242.dcm,526.47,72.15,86.29,18.74,96.44,129.82,75.34,187.17,64.45,260.89,50.44,0,inf,2.19,44.73,25.05,34.14,18.83,35.38,10.42,37.95
brain-512x512/c68894e6_1-042.dcm,526.5,77.48,85.28,19.16,96.36,97.05,81.57,150.3,71.45,228.13,56.67,0,inf,2.33,44.46,24.8,34.19,17.87,35.61,9.86,38.19
brain-512x512/f5cb1084_1-137.dcm,526.5,76.78,85.42,15.08,97.14,72.48,86.23,113.44,78.45,183.07,65.23,0,inf,1.65,45.96,18.05,35.57,12.97,37,6.61,39.93
brain-512x512/faf06e15_1-146.dcm,526.51,65.16,87.62,10.55,98,84.77,83.9,133.92,74.56,219.93,58.23,0,inf,1.04,47.96,6.61,39.93,4.06,42.05,1.92,45.3
brain-512x512/abf7c9b3_1-53.dcm,526.5,43.19,91.8,8.98,98.29,80.67,84.68,121.63,76.9,178.97,66.01,0,inf,0.53,50.89,3.98,42.13,1.99,45.14,0.86,48.79
brain-512x512/97c7c4f9_1-08.dcm,526.5,88.74,83.15,53.84,89.77,469.79,10.77,580.38,-10.23,748.32,-42.13,0,inf,18.48,35.46,30.52,33.28,17.07,35.81,7,39.68
brain-512x512/b9b75d1e_1-165.dcm,526.5,68.33,87.02,11.41,97.83,84.77,83.9,133.92,74.56,228.13,56.67,0,inf,1.24,47.2,6.97,39.7,4.13,41.97,1.86,45.44
brain-512x512/60f33b80_1-010.dcm,526.5,41.74,92.07,8.7,98.35,60.19,88.57,101.15,80.79,162.59,69.12,0,inf,0.86,48.79,6.86,39.77,4.58,41.52,2.08,44.95
brain-512x512/36a1a083_1-156.dcm,526.52,71.29,86.46,17.24,96.73,125.73,76.12,174.88,66.79,244.51,53.56,0,inf,1.86,45.44,21.01,34.91,15.77,36.15,8.6,38.79
brain-512x512/77eda7f8_1-121.dcm,526.5,53.49,89.84,15.07,97.14,117.53,77.68,166.69,68.34,232.22,55.89,0,inf,1.47,46.46,15.56,36.21,10.63,37.87,5.11,41.05
brain-512x512/1-234.dcm,526.47,77.28,85.32,20.12,96.18,142.11,73.01,199.45,62.11,273.18,48.11,0,inf,2.39,44.35,26.74,33.86,20.66,34.98,11.47,37.54
brain-512x512/0b63957d_1-290.dcm,526.52,64.47,87.75,18.33,96.52,101.15,80.79,146.21,72.23,211.74,59.78,0,inf,2.02,45.08,25.55,34.06,21.19,34.87,13.23,36.92
brain-512x512/42b211bf_1-029.dcm,526.5,67.65,87.15,12.12,97.7,101.15,80.79,158.49,69.9,248.61,52.78,0,inf,1.21,47.3,6.33,40.12,3.68,42.47,1.65,45.96
brain-512x512/609d6bd3_1-125.dcm,526.51,68.06,87.07,15.84,96.99,109.34,79.23,154.4,70.68,211.74,59.78,0,inf,1.7,45.83,20.05,35.11,15.46,36.24,9.14,38.52
brain-512x512/d4a3e5c0_1-197.dcm,526.52,69.51,86.8,18.42,96.5,125.73,76.12,178.97,66.01,252.7,52.01,0,inf,2.08,44.95,23.74,34.38,17.78,35.63,9.59,38.31
brain-512x512/f0c274ac_1-103.dcm,526.51,107.66,79.55,25.82,95.1,142.11,73.01,211.74,59.78,305.95,41.89,0,inf,3.09,43.23,30.4,33.3,20.7,34.97,9.87,38.19
brain-512x512/04aa3b89_1-040.dcm,526.5,42.09,92.01,7.38,98.6,113.44,78.45,178.97,66.01,281.37,46.56,0,inf,0.63,50.14,1.52,46.31,0.85,48.84,0.45,51.6
brain-512x512/72ed7886_1-47.dcm,526.51,50.74,90.36,9.83,98.13,125.73,76.12,166.69,68.34,232.22,55.89,0,inf,0.71,49.62,3.55,42.63,2.02,45.08,0.89,48.64
brain-512x512/71fab3ce_1-004.dcm,526.5,13.02,97.53,8.29,98.43,105.25,80.01,154.4,70.67,228.13,56.67,0,inf,1.41,46.64,4.65,41.46,2.93,43.46,1.26,47.13
brain-512x512/a2409cc3_1-052.dcm,526.51,92.12,82.5,24.07,95.43,105.25,80.01,174.88,66.79,277.28,47.34,0,inf,3.32,42.92,30.66,33.27,22.59,34.59,11.66,37.46
brain-512x512/88176414_1-033.dcm,526.5,71.03,86.51,16.18,96.93,84.77,83.9,133.92,74.56,215.84,59.01,0,inf,1.71,45.8,19.86,35.15,14.06,36.65,7.14,39.59
brain-512x512/54b6f75e_1-077.dcm,526.5,71.67,86.39,17.26,96.72,113.44,78.45,178.97,66.01,277.28,47.34,0,inf,1.87,45.41,15.94,36.11,9.76,38.24,4.35,41.75
brain-512x512/52296423_1-72.dcm,526.5,7.49,98.58,5.14,99.02,39.71,92.46,64.29,87.79,121.63,76.9,0,inf,0.39,52.22,1.63,46.01,0.97,48.26,0.45,51.6
brain-512x512/59ad9f2e_1-49.dcm,526.5,86.15,83.64,18.51,96.48,56.09,89.35,84.77,83.9,138.01,73.79,0,inf,1.61,46.06,33.06,32.94,26.03,33.98,15.95,36.1
brain-512x512/9ca9cf10_1-01.dcm,526.5,0.33,99.94,3.4,99.35,6.94,98.68,6.94,98.68,6.94,98.68,0,inf,0,inf,0,inf,0,inf,0,inf
brain-512x512/0f9674a3_1-127.dcm,526.5,81.14,84.59,20.01,96.2,72.48,86.23,121.63,76.9,203.55,61.34,0,inf,2.55,44.07,28.55,33.57,22.74,34.56,13.61,36.79
brain-512x512/1cbf9f64_1-74.dcm,526.5,0.33,99.94,3.4,99.35,6.94,98.68,6.94,98.68,6.94,98.68,0,inf,0,inf,0,inf,0,inf,0,inf
brain-512x512/a30d91cd_1-015.dcm,526.49,50.44,90.42,34.39,93.47,346.91,34.11,473.89,9.99,666.4,-26.57,0,inf,12.56,37.14,20.31,35.05,10.69,37.84,4.17,41.93
brain-512x512/d9d01cb0_1-091.dcm,526.5,106.66,79.74,27.5,94.78,133.92,74.56,207.65,60.56,318.24,39.56,0,inf,4.08,42.02,31.82,33.1,22.87,34.54,11.16,37.65
brain-512x512/9a991615_1-085.dcm,526.49,104.07,80.23,26.54,94.96,125.73,76.12,199.45,62.12,305.95,41.89,0,inf,3.53,42.65,33.48,32.88,23.97,34.33,12.09,37.31
brain-512x512/d7430814_1-39.dcm,526.5,89.18,83.06,21.62,95.89,154.4,70.67,207.65,60.56,277.28,47.34,0,inf,1.86,45.44,26.51,33.9,17.72,35.65,8.5,38.84
brain-512x512/23faf303_1-161.dcm,526.5,70.94,86.53,12.19,97.69,84.77,83.9,125.73,76.12,191.26,63.67,0,inf,1.54,46.26,8.48,38.85,5.39,40.81,2.45,44.24
brain-512x512/86fe752e_1-111.dcm,526.5,91.34,82.65,21.99,95.82,154.4,70.67,248.61,52.78,396.06,24.78,0,inf,2.95,43.43,14.04,36.66,7.88,39.17,3.43,42.78
brain-512x512/ec302fc5_1-167.dcm,526.5,71.38,86.44,11.25,97.86,52,90.12,97.05,81.57,162.59,69.12,0,inf,1.34,46.86,11.02,37.71,7.87,39.17,4.12,41.98
brain-512x512/88a295b5_1-69.dcm,526.5,45.12,91.43,11.65,97.79,60.19,88.57,84.77,83.9,121.63,76.9,0,inf,1,48.13,14.91,36.4,12.12,37.3,7.59,39.33
brain-512x512/4789e890_1-173.dcm,526.5,50.91,90.33,14.38,97.27,191.26,63.67,326.43,38,498.46,5.33,0,inf,2.57,44.03,3.94,42.18,1.99,45.14,0.88,48.69
brain-512x512/b1fc7ca9_1-031.dcm,526.46,47.33,91.01,8.18,98.45,31.52,94.01,47.9,90.9,72.48,86.23,0,inf,0.64,50.07,10.24,38.03,8.8,38.69,6.22,40.19
brain-512x512/ba259cae_1-027.dcm,526.5,74.62,85.83,18.21,96.54,56.09,89.35,105.25,80.01,183.07,65.23,0,inf,2.43,44.27,25.63,34.04,20.17,35.08,13.33,36.88
brain-512x512/51128b29_1-033.dcm,526.5,83.56,84.13,15.54,97.05,113.44,78.45,183.07,65.23,289.57,45,0,inf,1.75,45.7,9.55,38.33,5.4,40.81,2.38,44.37
brain-512x512/35036f76_1-084.dcm,526.5,81.73,84.48,23.08,95.62,117.53,77.68,187.17,64.45,281.37,46.56,0,inf,2.95,43.43,29.76,33.39,21.3,34.85,11.36,37.58
brain-512x512/247dfc9f_1-03.dcm,526.51,83.12,84.21,16.1,96.94,60.19,88.57,105.25,80.01,207.65,60.56,0,inf,1.83,45.51,9.75,38.24,6.77,39.82,2.97,43.4
brain-512x512/0a46aa11_1-175.dcm,526.5,43.91,91.66,6.17,98.83,56.09,89.35,84.77,83.9,133.92,74.56,0,inf,0.63,50.14,2.44,44.26,1.47,46.46,0.73,49.5
brain-512x512/1469e4e1_1-050.dcm,526.5,73.31,86.08,14.47,97.25,72.48,86.23,121.63,76.9,199.45,62.12,0,inf,1.35,46.83,14.88,36.4,8.96,38.61,4.16,41.94
brain-512x512/c8b0c533_1-090.dcm,526.51,100.48,80.92,23.4,95.56,121.63,76.9,195.36,62.9,297.76,43.45,0,inf,2.76,43.72,24.78,34.19,16.34,36,7.43,39.42
brain-512x512/201cdfa5_1-088.dcm,526.5,84.27,83.99,24.38,95.37,113.44,78.45,183.07,65.23,281.37,46.56,0,inf,3.35,42.88,32.54,33.01,25.12,34.13,14.19,36.61
brain-512x512/9b937a40_1-038.dcm,526.46,63.03,88.03,12.69,97.59,23.33,95.57,35.61,93.24,76.57,85.45,0,inf,1.58,46.14,16.1,36.06,13.2,36.93,8.59,38.79
brain-512x512/498d622a_1-05.dcm,526.5,82.36,84.36,16.33,96.9,68.38,87.01,146.21,72.23,285.47,45.78,0,inf,1.99,45.14,8.26,38.96,4.83,41.29,2.07,44.97
brain-512x512/34d7d8dd_1-167.dcm,526.5,53.1,89.91,8.2,98.44,43.81,91.68,68.38,87.01,125.73,76.12,0,inf,0.73,49.5,5.27,40.91,3.21,43.07,1.49,46.4
brain-512x512/56692391_1-52.dcm,526.5,83.8,84.08,19.3,96.33,138.01,73.79,195.36,62.9,273.18,48.11,0,inf,1.83,45.51,21.25,34.86,13.04,36.98,5.91,40.41
brain-512x512/4a3617da_1-107.dcm,526.51,97.26,81.53,21.98,95.83,76.57,85.46,129.82,75.34,224.03,57.45,0,inf,2.59,44,29.54,33.43,21.72,34.76,11.43,37.55
brain-512x512/96400b7b_1-044.dcm,526.5,89.99,82.91,19.71,96.26,101.15,80.79,166.69,68.34,264.99,49.67,0,inf,2.54,44.08,19.7,35.19,12.66,37.11,5.75,40.53
brain-512x512/76c197c8_1-101.dcm,526.51,64.47,87.75,15.05,97.14,109.34,79.23,150.3,71.45,203.55,61.34,0,inf,1.54,46.26,19.5,35.23,15.21,36.31,8.98,38.6
brain-512x512/45bb2dfe_1-145.dcm,526.5,89.06,83.09,17.68,96.64,84.77,83.9,129.82,75.34,207.65,60.56,0,inf,2.07,44.97,21.51,34.8,15.18,36.32,7.81,39.2
brain-512x512/ee6e4b78_1-45.dcm,526.5,66.51,87.37,14.32,97.28,121.63,76.9,170.78,67.56,244.51,53.56,0,inf,1.17,47.45,11.1,37.68,6.69,39.88,2.9,43.51
brain-512x512/4d06fa75_1-047.dcm,526.5,92.62,82.41,21.05,96,105.25,80.01,170.78,67.56,273.18,48.11,0,inf,2.81,43.64,22.8,34.55,15.36,36.27,7.07,39.64
brain-512x512/37a75f17_1-138.dcm,526.5,47.67,90.95,13.06,97.52,88.86,83.12,129.82,75.34,183.07,65.23,0,inf,1.24,47.2,14.4,36.55,10.26,38.02,5.32,40.87
brain-512x512/2a79a8c0_1-046.dcm,526.51,35.71,93.22,7.57,98.56,27.42,94.79,39.71,92.46,64.29,87.79,0,inf,0.5,51.14,8.78,38.7,7.2,39.56,5.06,41.09
brain-512x512/92315f8a_1-124.dcm,526.51,114.36,78.28,28.31,94.62,150.3,71.45,232.22,55.89,351.01,33.33,0,inf,4.08,42.02,30.39,33.3,20.55,35,9.66,38.28
brain-512x512/9cabb44b_1-045.dcm,526.5,95.38,81.88,25.13,95.23,105.25,80.01,170.78,67.56,269.09,48.89,0,inf,3.73,42.41,33.49,32.88,25.1,34.13,13.93,36.69
brain-512x512/4d135272_1-052.dcm,526.5,64.07,87.83,10.94,97.92,72.48,86.23,133.92,74.56,248.61,52.78,0,inf,0.93,48.45,4.47,41.63,2.44,44.26,1.1,47.72
brain-512x512/85c2ed9b_1-042.dcm,526.5,42.17,91.99,7.01,98.67,52,90.12,88.86,83.12,150.3,71.45,0,inf,0.45,51.6,2.88,43.54,1.65,45.96,0.77,49.27
brain-512x512/48b9f67e_1-046.dcm,526.5,65.44,87.57,15.55,97.05,52,90.12,80.67,84.68,129.82,75.34,0,inf,1.29,47.02,28.26,33.62,21.42,34.82,12.53,37.15
brain-512x512/6b0e9dfa_1-019.dcm,526.51,80.75,84.66,14.8,97.19,27.42,94.79,47.9,90.9,92.96,82.34,0,inf,1.88,45.39,16.33,36,12.94,37.01,7.89,39.16
brain-512x512/65f021d8_1-082.dcm,526.5,90.02,82.9,24.32,95.38,97.05,81.57,162.59,69.12,260.89,50.45,0,inf,3.06,43.27,35.01,32.69,27.04,33.81,15.13,36.33
brain-512x512/3cf083b1_1-106.dcm,526.51,69.47,86.81,15.84,96.99,125.73,76.12,183.07,65.23,264.99,49.67,0,inf,1.79,45.6,15.39,36.26,10.04,38.11,4.61,41.49
brain-512x512/40cb4638_1-58.dcm,526.5,83.27,84.18,21.42,95.93,117.53,77.68,162.59,69.12,224.03,57.45,0,inf,2.37,44.38,23.96,34.34,16.36,35.99,7.61,39.32
brain-512x512/24d37284_1-146.dcm,526.51,76.8,85.41,18.15,96.55,101.15,80.79,162.59,69.12,256.8,51.23,0,inf,2.26,44.59,18.57,35.44,11.97,37.35,5.55,40.69
brain-512x512/46e91156_1-019.dcm,526.5,59.81,88.64,11.5,97.82,64.29,87.79,113.44,78.45,187.17,64.45,0,inf,1.28,47.06,10.55,37.9,7.51,39.37,3.81,42.32
brain-512x512/f7ca9b74_1-152.dcm,526.5,68.65,86.96,14.58,97.23,72.48,86.23,125.73,76.12,215.84,59.01,0,inf,1.77,45.65,12.7,37.09,7.8,39.21,3.58,42.59
brain-512x512/10730b6b_1-15.dcm,526.5,62.65,88.1,18.64,96.46,31.52,94.01,80.67,84.68,178.97,66.01,0,inf,2.72,43.79,16.09,36.07,11.98,37.35,5.65,40.61
brain-512x512/1e3a1670_1-063.dcm,526.5,79.69,84.86,17.22,96.73,146.21,72.23,215.84,59.01,314.14,40.33,0,inf,1.68,45.88,12.32,37.22,7.19,39.56,3.16,43.13
brain-512x512/902a3ff8_1-152.dcm,526.51,55.89,89.38,14.4,97.26,113.44,78.45,158.49,69.9,224.03,57.45,0,inf,1.85,45.46,14.14,36.63,9.8,38.22,4.73,41.38
brain-512x512/11710ce9_1-144.dcm,526.5,69.96,86.71,12.79,97.57,68.38,87.01,105.25,80.01,166.69,68.34,0,inf,1.31,46.96,13.31,36.89,9.43,38.39,4.77,41.35
brain-512x512/eab9c240_1-49.dcm,526.51,96.06,81.76,21.21,95.97,101.15,80.79,142.11,73.01,203.55,61.34,0,inf,1.91,45.32,31.04,33.21,22.76,34.56,11.63,37.48
brain-512x512/0adaf4fb_1-147.dcm,526.51,73.44,86.05,16.29,96.91,92.96,82.34,150.3,71.45,224.03,57.45,0,inf,2.03,45.06,17,35.83,12.16,37.28,6.33,40.12
brain-512x512/28b964ef_1-55.dcm,526.51,69.79,86.75,16.32,96.9,129.82,75.34,178.97,66.01,244.51,53.56,0,inf,1.28,47.06,13.83,36.72,7.78,39.22,3.38,42.84
brain-512x512/00221374_1-151.dcm,526.5,97.32,81.52,22.41,95.74,105.25,80.01,170.78,67.56,269.09,48.89,0,inf,3.39,42.83,20.36,35.04,14.18,36.61,6.84,39.78
brain-512x512/9c0ff628_1-083.dcm,526.5,79.28,84.94,19.95,96.21,113.44,78.45,183.07,65.23,277.28,47.34,0,inf,2.31,44.49,22.2,34.67,14.23,36.6,6.7,39.87
brain-512x512/6cbfe495_1-138.dcm,526.52,54.64,89.62,14.37,97.27,121.63,76.9,174.88,66.79,252.7,52,0,inf,1.84,45.48,13,36.99,8.64,38.77,4.02,42.09
brain-512x512/24533e09_1-118.dcm,526.51,65.47,87.57,15.53,97.05,133.92,74.57,191.26,63.67,269.09,48.89,0,inf,1.68,45.88,14.12,36.63,8.68,38.75,3.89,42.23
brain-512x512/6d3e7572_1-02.dcm,526.51,0.33,99.94,3.4,99.35,6.94,98.68,6.94,98.68,6.94,98.68,0,inf,0,inf,0,inf,0,inf,0,inf
brain-512x512/2dfa8c4f_1-22.dcm,526.5,89.93,82.92,17.43,96.69,52,90.12,88.86,83.12,146.21,72.23,0,inf,1.65,45.96,21.21,34.87,15.4,36.26,8.65,38.76
brain-512x512/3b809dd1_1-112.dcm,526.5,104.08,80.23,26.16,95.03,121.63,76.9,195.36,62.9,310.05,41.11,0,inf,3.46,42.74,30.25,33.32,21.13,34.88,10.18,38.05
brain-512x512/9a3b615a_1-011.dcm,526.5,72.08,86.31,19.31,96.33,199.45,62.12,338.72,35.67,527.13,-0.12,0,inf,3.81,42.32,6.11,40.27,3.15,43.15,1.4,46.67
brain-512x512/cb696762_1-49.dcm,526.5,102.22,80.58,25.27,95.2,125.73,76.12,183.07,65.23,256.8,51.23,0,inf,2.59,44,37.33,32.41,26.9,33.83,14.15,36.62
brain-512x512/5985bd28_1-005.dcm,526.51,85.83,83.7,27.46,94.78,80.67,84.68,166.69,68.34,277.28,47.34,0,inf,3.84,42.29,33.5,32.88,24.49,34.24,11.96,37.35
brain-512x512/0475475f_1-103.dcm,526.5,92.56,82.42,32.42,93.84,183.07,65.23,285.47,45.78,428.83,18.55,0,inf,5.64,40.62,32.81,32.97,20.72,34.97,8.93,38.62
brain-512x512/ab48dd48_1-111.dcm,526.51,82.23,84.38,23.04,95.62,88.86,83.12,146.21,72.23,232.22,55.89,0,inf,3.12,43.19,32.35,33.03,25.49,34.07,14.96,36.38
brain-512x512/ec715aa4_1-142.dcm,526.51,64.42,87.76,14.02,97.34,101.15,80.79,150.3,71.45,224.03,57.45,0,inf,1.46,46.49,13.94,36.69,9.01,38.58,4.27,41.83
brain-512x512/995a8215_1-175.dcm,526.51,44.03,91.64,6.7,98.73,56.09,89.35,84.77,83.9,129.82,75.34,0,inf,0.64,50.07,3.44,42.77,2.16,44.79,1.07,47.84
brain-512x512/ce596372_1-147.dcm,526.5,91.23,82.67,20.5,96.11,113.44,78.45,187.17,64.45,301.85,42.67,0,inf,2.55,44.07,18.48,35.46,11.48,37.53,4.96,41.18
brain-512x512/e930245c_1-105.dcm,526.51,69.65,86.77,15.69,97.02,105.25,80.01,162.59,69.12,244.51,53.56,0,inf,1.77,45.65,16.73,35.9,11.33,37.59,5.83,40.47
brain-512x512/8faefe5d_1-156.dcm,526.51,72.53,86.22,15.75,97.01,72.48,86.23,121.63,76.9,195.36,62.9,0,inf,2.14,44.83,19.34,35.27,15.05,36.36,8.82,38.68
brain-512x512/17db020b_1-008.dcm,526.46,3.86,99.27,6.04,98.85,52,90.12,84.77,83.9,133.92,74.56,0,inf,1.03,48,2.4,44.33,1.82,45.53,1.09,47.76
brain-512x512/b86ada46_1-135.dcm,526.51,77.42,85.3,19.12,96.37,109.34,79.23,174.88,66.79,277.28,47.34,0,inf,2.32,44.48,20.24,35.07,13.17,36.93,5.98,40.36
brain-512x512/6512b3ed_1-111.dcm,526.5,71.45,86.43,16.77,96.81,125.73,76.12,187.17,64.45,273.18,48.11,0,inf,1.95,45.23,17.25,35.76,11.28,37.61,5.51,40.72
brain-512x512/953c7640_1-021.dcm,526.5,73.39,86.06,16.13,96.94,129.82,75.34,199.45,62.12,289.57,45,0,inf,2.03,45.06,10.88,37.76,6.58,39.95,2.81,43.64
brain-512x512/8aa6eab8_1-006.dcm,526.5,75.97,85.57,18.46,96.49,117.53,77.68,187.17,64.45,314.14,40.33,0,inf,3.07,43.26,10.74,37.82,6.5,40,2.75,43.74
brain-512x512/c0b65572_1-34.dcm,526.5,83.57,84.13,16.76,96.82,117.53,77.68,166.69,68.34,236.32,55.12,0,inf,1.41,46.64,16.44,35.97,10.21,38.04,4.82,41.3
brain-512x512/7dad2e61_1-012.dcm,526.5,52.6,90.01,8.13,98.46,60.19,88.57,97.05,81.57,162.59,69.12,0,inf,0.87,48.74,4.4,41.7,2.74,43.75,1.28,47.06
brain-512x512/651e4da5_1-008.dcm,526.5,82.69,84.29,15.87,96.99,68.38,87.01,117.53,77.68,195.36,62.89,0,inf,2.58,44.01,12.79,37.06,9.17,38.51,4.73,41.38
brain-512x512/1219383c_1-134.dcm,526.51,101.42,80.74,23.6,95.52,133.92,74.56,199.45,62.12,285.47,45.78,0,inf,3.12,43.19,26.82,33.85,18.97,35.35,9.58,38.32
brain-512x512/97248d85_1-078.dcm,526.51,59.63,88.67,13.55,97.43,80.67,84.68,117.53,77.68,162.59,69.12,0,inf,1.32,46.93,18.29,35.51,14.54,36.51,9.53,38.34
brain-512x512/9c2d2880_1-61.dcm,526.5,76.34,85.5,20.23,96.16,84.77,83.9,125.73,76.12,183.07,65.23,0,inf,2.1,44.91,26.01,33.98,18.94,35.36,10.51,37.91
brain-512x512/ef5ad40a_1-125.dcm,526.5,67.03,87.27,16.77,96.81,97.05,81.57,154.4,70.67,236.32,55.12,0,inf,1.74,45.73,19.7,35.19,13.35,36.88,6.65,39.9
brain-512x512/69a52e41_1-050.dcm,526.5,87.78,83.33,17.17,96.74,76.57,85.46,133.92,74.56,224.03,57.45,0,inf,1.94,45.25,18.68,35.42,12.28,37.24,5.9,40.42
brain-512x512/cd3bedee_1-026.dcm,526.5,65.27,87.6,13.25,97.48,117.53,77.68,187.17,64.45,281.37,46.56,0,inf,1.43,46.58,7.2,39.56,4.09,42.01,1.78,45.63
brain-512x512/4daf86f2_1-105.dcm,526.51,77.42,85.3,19.13,96.37,97.05,81.57,158.49,69.9,252.7,52,0,inf,2.32,44.48,22.4,34.63,15.52,36.22,7.74,39.24
brain-512x512/9a617e4b_1-036.dcm,526.51,62.42,88.15,10.96,97.92,47.9,90.9,68.38,87.01,101.15,80.79,0,inf,1.19,47.38,10.34,37.99,8.59,38.79,5.28,40.9
brain-512x512/a3a90e9f_1-054.dcm,526.5,69.03,86.89,16,96.96,80.67,84.68,133.92,74.56,219.93,58.23,0,inf,1.64,45.98,18.26,35.52,12.04,37.32,6.04,40.32
